account_id,plan_tier,user_segment,platform,acquisition_channel,accounts_linked,goals_set,account_age_days,monthly_revenue,churned_90d,upgraded_90d
fw_acc_00717,free,mint_refugee,ios,mint_refugee,1,0,708,0.0,True,False
fw_acc_00718,free,new_to_tracking,ios,organic,2,0,191,0.0,False,False
fw_acc_00719,free,budget_focused,ios,organic,4,1,609,0.0,False,False
fw_acc_00720,free,budget_focused,ios,organic,1,0,105,0.0,False,False
fw_acc_00721,pro,mint_refugee,ios,organic,1,0,160,9.99,False,False
fw_acc_00722,free,new_to_tracking,android,organic,1,0,198,0.0,False,False
fw_acc_00723,pro,budget_focused,ios,paid_social,1,3,210,9.99,False,False
fw_acc_00724,free,new_to_tracking,android,paid_social,1,0,489,0.0,False,False
fw_acc_00725,free,mint_refugee,android,other,1,0,499,0.0,True,True
fw_acc_00726,free,anxious_tracker,ios,referral,4,1,478,0.0,False,False
fw_acc_00727,free,anxious_tracker,android,referral,1,0,620,0.0,True,False
fw_acc_00728,pro,anxious_tracker,ios,organic,1,0,256,9.99,False,False
fw_acc_00729,free,anxious_tracker,ios,paid_social,4,0,460,0.0,False,False
fw_acc_00730,free,savings_motivated,android,other,2,0,221,0.0,False,False
fw_acc_00731,free,new_to_tracking,ios,organic,3,0,365,0.0,False,False
fw_acc_00732,pro,savings_motivated,ios,other,1,3,249,9.99,False,False
fw_acc_00733,pro,savings_motivated,android,organic,1,0,452,9.99,True,False
fw_acc_00734,free,savings_motivated,android,referral,1,0,166,0.0,False,False
fw_acc_00735,free,new_to_tracking,android,paid_social,1,0,449,0.0,False,False
fw_acc_00736,pro,budget_focused,ios,paid_social,1,0,26,9.99,True,False
fw_acc_00737,free,budget_focused,ios,other,1,0,30,0.0,True,False
fw_acc_00738,pro,mint_refugee,ios,paid_social,1,0,155,9.99,True,False
fw_acc_00739,pro,budget_focused,ios,referral,1,3,656,9.99,False,False
fw_acc_00740,free,budget_focused,ios,other,1,0,569,0.0,True,False
fw_acc_00741,pro,budget_focused,android,paid_social,2,0,704,9.99,True,False
fw_acc_00742,free,savings_motivated,ios,organic,1,0,586,0.0,False,False
fw_acc_00743,free,budget_focused,ios,referral,1,0,608,0.0,False,False
fw_acc_00744,pro,budget_focused,android,paid_social,2,0,447,9.99,False,False
fw_acc_00745,free,budget_focused,android,paid_social,1,0,558,0.0,False,False
fw_acc_00746,pro,mint_refugee,android,mint_refugee,3,0,81,9.99,True,False
fw_acc_00747,free,anxious_tracker,android,organic,4,0,182,0.0,True,False
fw_acc_00748,free,new_to_tracking,ios,paid_social,1,0,712,0.0,True,False
fw_acc_00749,free,savings_motivated,ios,organic,1,0,251,0.0,False,False
fw_acc_00750,free,savings_motivated,android,paid_social,1,0,695,0.0,False,False
fw_acc_00751,free,anxious_tracker,android,organic,3,0,280,0.0,False,False
fw_acc_00752,free,budget_focused,ios,organic,1,0,178,0.0,True,False
fw_acc_00753,pro,savings_motivated,android,organic,1,2,257,9.99,False,False
fw_acc_00754,free,budget_focused,ios,referral,3,0,695,0.0,True,False
fw_acc_00755,pro,budget_focused,ios,organic,1,0,525,9.99,False,False
fw_acc_00756,pro,anxious_tracker,android,paid_social,4,0,533,9.99,False,False
fw_acc_00757,pro,new_to_tracking,android,other,4,0,696,9.99,False,False
fw_acc_00758,pro,budget_focused,ios,paid_social,4,0,55,9.99,True,False
fw_acc_00759,free,savings_motivated,ios,paid_social,4,2,348,0.0,False,False
fw_acc_00760,pro,mint_refugee,ios,mint_refugee,1,0,707,9.99,True,False
fw_acc_00761,free,anxious_tracker,ios,referral,1,0,71,0.0,True,False
fw_acc_00762,pro,budget_focused,ios,organic,3,0,373,9.99,False,False
fw_acc_00763,free,savings_motivated,ios,other,4,0,467,0.0,False,False
fw_acc_00764,pro,anxious_tracker,android,organic,4,0,226,9.99,False,False
fw_acc_00765,free,new_to_tracking,android,organic,1,0,433,0.0,True,False
fw_acc_00766,free,savings_motivated,android,organic,3,0,404,0.0,True,False
fw_acc_00767,pro,budget_focused,ios,paid_social,1,0,41,9.99,True,False
fw_acc_00768,free,savings_motivated,android,organic,1,0,695,0.0,True,False
fw_acc_00769,pro,anxious_tracker,ios,organic,1,0,82,9.99,True,False
fw_acc_00770,free,budget_focused,ios,referral,1,0,724,0.0,True,False
fw_acc_00771,free,anxious_tracker,android,organic,1,0,486,0.0,True,False
fw_acc_00772,free,budget_focused,android,paid_social,4,0,310,0.0,False,False
fw_acc_00773,pro,anxious_tracker,ios,referral,3,0,570,9.99,False,False
fw_acc_00774,pro,budget_focused,android,referral,1,0,112,9.99,True,False
fw_acc_00775,free,anxious_tracker,ios,referral,2,0,435,0.0,True,False
fw_acc_00776,free,anxious_tracker,android,referral,1,0,552,0.0,False,False
fw_acc_00777,pro,budget_focused,android,organic,1,0,148,9.99,False,False
fw_acc_00778,free,budget_focused,android,other,1,0,625,0.0,False,False
fw_acc_00779,free,mint_refugee,ios,organic,2,0,724,0.0,False,False
fw_acc_00780,free,mint_refugee,ios,organic,1,0,509,0.0,True,False
fw_acc_00781,free,anxious_tracker,ios,organic,2,0,81,0.0,False,False
fw_acc_00782,pro,anxious_tracker,android,organic,4,2,373,9.99,False,False
fw_acc_00783,pro,budget_focused,ios,paid_social,4,0,641,9.99,True,False
fw_acc_00784,pro,mint_refugee,ios,referral,4,0,302,9.99,True,False
fw_acc_00785,pro,mint_refugee,android,mint_refugee,4,0,500,9.99,True,False
fw_acc_00786,pro,anxious_tracker,android,other,2,0,448,9.99,False,False
fw_acc_00787,pro,budget_focused,ios,paid_social,1,0,521,9.99,False,False
fw_acc_00788,free,anxious_tracker,ios,organic,1,0,304,0.0,False,False
fw_acc_00789,pro,anxious_tracker,ios,other,2,0,452,9.99,False,False
fw_acc_00790,pro,new_to_tracking,ios,organic,1,0,704,9.99,True,False
fw_acc_00791,free,savings_motivated,ios,organic,1,0,424,0.0,False,False
fw_acc_00792,pro,anxious_tracker,ios,organic,1,0,219,9.99,False,False
fw_acc_00793,free,new_to_tracking,android,organic,1,0,609,0.0,False,False
fw_acc_00794,pro,budget_focused,android,other,1,0,510,9.99,True,False
fw_acc_00795,free,anxious_tracker,ios,organic,2,1,151,0.0,False,True
fw_acc_00796,free,savings_motivated,ios,organic,1,1,652,0.0,False,False
fw_acc_00797,free,budget_focused,ios,paid_social,3,0,530,0.0,False,False
fw_acc_00798,free,mint_refugee,android,other,1,0,135,0.0,True,False
fw_acc_00799,free,savings_motivated,android,organic,1,0,182,0.0,True,False
fw_acc_00800,free,anxious_tracker,android,referral,1,0,715,0.0,False,False
fw_acc_00801,free,anxious_tracker,ios,referral,1,0,400,0.0,True,False
fw_acc_00802,free,mint_refugee,ios,mint_refugee,1,0,371,0.0,False,False
fw_acc_00803,free,budget_focused,android,paid_social,1,0,71,0.0,True,False
fw_acc_00804,free,new_to_tracking,ios,organic,4,0,359,0.0,False,False
fw_acc_00805,pro,savings_motivated,android,organic,1,0,726,9.99,True,False
fw_acc_00806,free,savings_motivated,ios,organic,1,3,514,0.0,False,False
fw_acc_00807,pro,savings_motivated,ios,organic,4,0,460,9.99,False,False
fw_acc_00808,pro,new_to_tracking,ios,organic,4,0,62,9.99,False,False
fw_acc_00809,free,mint_refugee,ios,mint_refugee,1,0,111,0.0,True,False
fw_acc_00810,free,mint_refugee,ios,mint_refugee,1,0,530,0.0,False,False
fw_acc_00811,free,savings_motivated,ios,referral,1,0,198,0.0,False,False
fw_acc_00812,free,mint_refugee,android,mint_refugee,4,0,492,0.0,False,False
fw_acc_00813,free,savings_motivated,android,paid_social,1,0,387,0.0,True,False
fw_acc_00814,pro,new_to_tracking,ios,other,1,0,79,9.99,False,False
fw_acc_00815,free,anxious_tracker,ios,referral,1,0,255,0.0,True,False
fw_acc_00816,free,new_to_tracking,ios,paid_social,1,0,460,0.0,False,False
fw_acc_00817,free,anxious_tracker,android,organic,2,0,577,0.0,False,False
fw_acc_00818,free,new_to_tracking,ios,referral,1,0,79,0.0,True,False
fw_acc_00819,pro,anxious_tracker,android,referral,4,0,157,9.99,False,False
fw_acc_00820,pro,budget_focused,android,other,2,0,551,9.99,False,False
fw_acc_00821,free,mint_refugee,ios,referral,1,0,413,0.0,False,False
fw_acc_00822,free,anxious_tracker,ios,paid_social,4,3,617,0.0,False,False
fw_acc_00823,free,savings_motivated,android,other,4,0,162,0.0,False,False
fw_acc_00824,pro,new_to_tracking,ios,referral,1,0,69,9.99,False,False
fw_acc_00825,free,savings_motivated,ios,other,1,0,385,0.0,False,False
fw_acc_00826,free,budget_focused,ios,other,2,0,275,0.0,False,False
fw_acc_00827,free,mint_refugee,ios,mint_refugee,1,0,673,0.0,True,False
fw_acc_00828,pro,mint_refugee,ios,mint_refugee,1,0,446,9.99,False,False
fw_acc_00829,pro,savings_motivated,ios,paid_social,1,0,630,9.99,False,False
fw_acc_00830,free,savings_motivated,android,referral,1,0,202,0.0,False,False
fw_acc_00831,free,savings_motivated,ios,organic,4,0,175,0.0,False,False
fw_acc_00832,pro,mint_refugee,android,mint_refugee,1,0,341,9.99,False,False
fw_acc_00833,free,anxious_tracker,android,organic,3,0,302,0.0,False,False
fw_acc_00834,free,new_to_tracking,ios,organic,1,0,37,0.0,False,False
fw_acc_00835,pro,new_to_tracking,ios,referral,4,4,186,9.99,False,False
fw_acc_00836,free,budget_focused,android,organic,1,0,552,0.0,False,False
fw_acc_00837,pro,anxious_tracker,android,organic,3,0,286,9.99,False,False
fw_acc_00838,free,mint_refugee,ios,mint_refugee,2,0,707,0.0,False,False
fw_acc_00839,free,savings_motivated,android,paid_social,1,0,714,0.0,True,False
fw_acc_00840,pro,new_to_tracking,ios,organic,1,0,406,9.99,False,False
fw_acc_00841,free,anxious_tracker,ios,organic,1,0,254,0.0,True,False
fw_acc_00842,pro,mint_refugee,android,mint_refugee,4,0,19,9.99,False,False
fw_acc_00843,pro,savings_motivated,ios,other,1,0,56,9.99,True,False
fw_acc_00844,free,new_to_tracking,android,organic,1,0,338,0.0,False,False
fw_acc_00845,free,new_to_tracking,ios,other,1,0,301,0.0,False,False
fw_acc_00846,pro,savings_motivated,android,organic,1,0,334,9.99,True,False
fw_acc_00847,pro,budget_focused,android,paid_social,1,0,687,9.99,False,False
fw_acc_00848,free,anxious_tracker,ios,paid_social,1,0,181,0.0,False,False
fw_acc_00849,pro,anxious_tracker,ios,referral,1,0,510,9.99,True,False
fw_acc_00850,pro,anxious_tracker,ios,organic,2,0,304,9.99,False,False
fw_acc_00851,pro,savings_motivated,android,organic,1,0,18,9.99,False,False
fw_acc_00852,free,anxious_tracker,android,referral,3,1,350,0.0,False,False
fw_acc_00853,free,budget_focused,ios,paid_social,1,0,689,0.0,False,False
fw_acc_00854,pro,budget_focused,ios,referral,4,0,477,9.99,False,False
fw_acc_00855,pro,mint_refugee,ios,other,2,0,673,9.99,False,False
fw_acc_00856,free,savings_motivated,ios,organic,1,0,259,0.0,False,False
fw_acc_00857,pro,anxious_tracker,android,organic,3,0,683,9.99,False,False
fw_acc_00858,free,mint_refugee,ios,referral,2,0,148,0.0,False,False
fw_acc_00859,pro,budget_focused,ios,paid_social,1,0,446,9.99,False,False
fw_acc_00860,free,budget_focused,ios,paid_social,1,0,488,0.0,False,False
fw_acc_00861,pro,budget_focused,android,organic,1,0,493,9.99,False,False
fw_acc_00862,free,anxious_tracker,ios,other,1,0,268,0.0,True,False
fw_acc_00863,free,anxious_tracker,ios,paid_social,1,0,110,0.0,False,False
fw_acc_00864,free,savings_motivated,android,organic,1,0,691,0.0,False,False
fw_acc_00865,free,budget_focused,android,organic,1,0,479,0.0,False,False
fw_acc_00866,free,new_to_tracking,android,organic,1,0,94,0.0,False,False
fw_acc_00867,free,budget_focused,ios,organic,1,0,189,0.0,False,False
fw_acc_00868,pro,mint_refugee,android,organic,4,0,645,9.99,False,False
fw_acc_00869,pro,mint_refugee,ios,organic,1,1,209,9.99,False,False
fw_acc_00870,free,anxious_tracker,ios,organic,1,0,261,0.0,False,False
fw_acc_00871,free,budget_focused,ios,paid_social,1,1,36,0.0,False,False
fw_acc_00872,free,anxious_tracker,ios,organic,1,0,315,0.0,False,False
fw_acc_00873,free,savings_motivated,android,other,1,0,521,0.0,False,False
fw_acc_00874,free,budget_focused,ios,referral,1,0,640,0.0,False,False
fw_acc_00875,free,anxious_tracker,ios,paid_social,1,3,580,0.0,False,False
fw_acc_00876,free,new_to_tracking,ios,referral,4,0,35,0.0,True,False
fw_acc_00877,free,anxious_tracker,android,organic,1,0,630,0.0,False,False
fw_acc_00878,pro,savings_motivated,ios,paid_social,1,0,703,9.99,True,False
fw_acc_00879,free,new_to_tracking,ios,organic,1,0,721,0.0,False,False
fw_acc_00880,free,savings_motivated,ios,paid_social,2,0,519,0.0,False,False
fw_acc_00881,free,anxious_tracker,android,organic,3,1,529,0.0,False,False
fw_acc_00882,free,anxious_tracker,ios,paid_social,1,0,377,0.0,False,False
fw_acc_00883,pro,new_to_tracking,android,referral,1,0,120,9.99,False,False
fw_acc_00884,free,budget_focused,android,organic,1,0,122,0.0,False,False
fw_acc_00885,free,savings_motivated,ios,organic,1,0,134,0.0,False,False
fw_acc_00886,free,budget_focused,ios,referral,3,0,115,0.0,False,False
fw_acc_00887,pro,budget_focused,ios,referral,1,0,265,9.99,False,False
fw_acc_00888,free,anxious_tracker,ios,referral,4,0,438,0.0,False,False
fw_acc_00889,free,mint_refugee,ios,paid_social,1,0,433,0.0,False,False
fw_acc_00890,pro,budget_focused,android,referral,1,0,543,9.99,True,False
fw_acc_00891,free,new_to_tracking,ios,organic,1,0,51,0.0,False,False
fw_acc_00892,free,savings_motivated,android,referral,1,0,546,0.0,True,False
fw_acc_00893,pro,new_to_tracking,android,organic,4,3,366,9.99,False,False
fw_acc_00894,free,budget_focused,android,other,1,0,653,0.0,False,False
fw_acc_00895,pro,mint_refugee,ios,organic,1,3,322,9.99,False,False
fw_acc_00896,pro,mint_refugee,ios,other,4,0,304,9.99,False,False
fw_acc_00897,free,mint_refugee,ios,organic,1,0,566,0.0,True,False
fw_acc_00898,pro,anxious_tracker,ios,paid_social,1,0,656,9.99,True,False
fw_acc_00899,pro,new_to_tracking,ios,paid_social,1,0,19,9.99,False,False
fw_acc_00900,pro,new_to_tracking,ios,other,1,0,656,9.99,False,False
fw_acc_00901,free,mint_refugee,android,mint_refugee,1,0,600,0.0,False,False
fw_acc_00902,free,savings_motivated,android,paid_social,3,0,114,0.0,False,False
fw_acc_00903,free,new_to_tracking,ios,paid_social,1,0,392,0.0,True,False
fw_acc_00904,pro,new_to_tracking,android,referral,1,0,464,9.99,False,False
fw_acc_00905,pro,budget_focused,ios,paid_social,1,0,510,9.99,True,False
fw_acc_00906,pro,new_to_tracking,ios,organic,4,2,498,9.99,False,False
fw_acc_00907,pro,savings_motivated,ios,organic,4,0,599,9.99,True,False
fw_acc_00908,free,new_to_tracking,ios,paid_social,4,0,160,0.0,False,False
fw_acc_00909,free,anxious_tracker,ios,referral,3,0,16,0.0,True,True
fw_acc_00910,free,budget_focused,ios,organic,1,0,400,0.0,False,False
fw_acc_00911,pro,budget_focused,ios,paid_social,4,0,473,9.99,False,False
fw_acc_00912,pro,savings_motivated,ios,organic,2,0,418,9.99,False,False
fw_acc_00913,pro,mint_refugee,android,other,1,0,39,9.99,False,False
fw_acc_00914,pro,savings_motivated,ios,paid_social,1,0,211,9.99,False,False
fw_acc_00915,pro,new_to_tracking,ios,referral,1,0,528,9.99,True,False
fw_acc_00916,pro,mint_refugee,ios,mint_refugee,1,0,265,9.99,False,False
fw_acc_00917,free,anxious_tracker,ios,organic,3,1,617,0.0,False,False
fw_acc_00918,pro,budget_focused,ios,organic,1,0,115,9.99,True,False
fw_acc_00919,free,mint_refugee,ios,other,4,0,708,0.0,False,False
fw_acc_00920,free,anxious_tracker,ios,other,1,0,278,0.0,False,False
fw_acc_00921,free,mint_refugee,android,paid_social,1,0,530,0.0,True,False
fw_acc_00922,free,budget_focused,ios,organic,4,0,33,0.0,False,False
fw_acc_00923,free,mint_refugee,ios,paid_social,1,0,99,0.0,False,False
fw_acc_00924,free,anxious_tracker,ios,other,1,0,582,0.0,True,False
fw_acc_00925,pro,anxious_tracker,android,organic,3,0,507,9.99,False,False
fw_acc_00926,free,budget_focused,android,referral,2,0,536,0.0,False,False
fw_acc_00927,free,budget_focused,ios,organic,1,0,583,0.0,False,False
fw_acc_00928,free,mint_refugee,android,other,4,0,664,0.0,False,False
fw_acc_00929,free,budget_focused,android,organic,2,0,722,0.0,False,True
fw_acc_00930,free,anxious_tracker,ios,referral,1,0,514,0.0,False,False
fw_acc_00931,pro,mint_refugee,ios,mint_refugee,1,0,701,9.99,True,False
fw_acc_00932,pro,budget_focused,android,paid_social,1,0,727,9.99,True,False
fw_acc_00933,free,anxious_tracker,ios,referral,1,0,301,0.0,False,False
fw_acc_00934,pro,savings_motivated,android,organic,1,0,519,9.99,True,False
fw_acc_00935,free,savings_motivated,android,organic,1,0,667,0.0,False,False
fw_acc_00936,free,savings_motivated,android,paid_social,1,0,712,0.0,True,False
fw_acc_00937,pro,mint_refugee,android,mint_refugee,1,0,549,9.99,True,False
fw_acc_00938,pro,anxious_tracker,android,referral,4,0,643,9.99,False,False
fw_acc_00939,free,budget_focused,android,referral,1,0,344,0.0,False,False
fw_acc_00940,pro,budget_focused,ios,referral,4,4,243,9.99,False,False
fw_acc_00941,free,anxious_tracker,ios,paid_social,1,0,39,0.0,True,False
fw_acc_00942,pro,new_to_tracking,ios,organic,1,0,78,9.99,True,False
fw_acc_00943,free,mint_refugee,android,referral,1,0,356,0.0,True,False
fw_acc_00944,pro,new_to_tracking,ios,organic,1,0,88,9.99,False,False
fw_acc_00945,pro,savings_motivated,ios,organic,1,0,76,9.99,True,False
fw_acc_00946,pro,savings_motivated,android,organic,2,4,466,9.99,False,False
fw_acc_00947,free,anxious_tracker,android,paid_social,1,0,646,0.0,True,False
fw_acc_00948,pro,mint_refugee,ios,mint_refugee,1,0,649,9.99,True,False
fw_acc_00949,pro,mint_refugee,ios,organic,1,1,211,9.99,False,False
fw_acc_00950,free,mint_refugee,ios,paid_social,1,0,666,0.0,True,False
fw_acc_00951,free,anxious_tracker,ios,organic,1,0,612,0.0,False,False
fw_acc_00952,free,new_to_tracking,android,organic,1,0,330,0.0,True,False
fw_acc_00953,free,savings_motivated,ios,organic,1,0,586,0.0,False,False
fw_acc_00954,free,new_to_tracking,android,paid_social,1,0,697,0.0,False,False
fw_acc_00955,pro,new_to_tracking,ios,organic,1,0,320,9.99,True,False
fw_acc_00956,free,mint_refugee,ios,organic,1,0,17,0.0,False,False
fw_acc_00957,free,mint_refugee,android,mint_refugee,2,0,398,0.0,False,True
fw_acc_00958,free,budget_focused,ios,organic,4,0,464,0.0,False,False
fw_acc_00959,pro,anxious_tracker,ios,organic,1,0,282,9.99,True,False
fw_acc_00960,free,mint_refugee,ios,mint_refugee,3,2,117,0.0,False,False
fw_acc_00961,free,budget_focused,ios,paid_social,1,0,189,0.0,False,False
fw_acc_00962,pro,new_to_tracking,ios,organic,1,0,147,9.99,True,False
fw_acc_00963,free,budget_focused,android,other,1,0,264,0.0,False,False
fw_acc_00964,pro,anxious_tracker,ios,organic,1,0,658,9.99,False,False
fw_acc_00965,pro,new_to_tracking,android,organic,1,0,97,9.99,False,False
fw_acc_00966,free,anxious_tracker,ios,other,1,0,535,0.0,False,False
fw_acc_00967,pro,budget_focused,ios,other,3,0,499,9.99,False,False
fw_acc_00968,pro,savings_motivated,ios,other,1,0,476,9.99,True,False
fw_acc_00969,free,new_to_tracking,ios,other,2,0,397,0.0,True,False
fw_acc_00970,free,budget_focused,android,paid_social,3,0,650,0.0,False,False
fw_acc_00971,pro,budget_focused,ios,organic,2,0,253,9.99,False,False
fw_acc_00972,free,new_to_tracking,ios,referral,1,0,297,0.0,True,False
fw_acc_00973,free,anxious_tracker,ios,organic,1,0,323,0.0,False,False
fw_acc_00974,free,mint_refugee,ios,mint_refugee,1,0,570,0.0,True,False
fw_acc_00975,pro,budget_focused,ios,paid_social,3,2,685,9.99,False,False
fw_acc_00976,pro,anxious_tracker,ios,referral,1,0,579,9.99,False,False
fw_acc_00977,free,mint_refugee,ios,organic,1,0,728,0.0,False,True
fw_acc_00978,free,new_to_tracking,ios,referral,1,0,525,0.0,False,False
fw_acc_00979,free,savings_motivated,ios,referral,4,0,564,0.0,True,False
fw_acc_00980,pro,anxious_tracker,android,organic,1,0,658,9.99,False,False
fw_acc_00981,free,budget_focused,ios,other,1,0,79,0.0,True,False
fw_acc_00982,free,budget_focused,android,organic,1,0,120,0.0,True,False
fw_acc_00983,free,anxious_tracker,ios,other,2,0,409,0.0,False,False
fw_acc_00984,free,budget_focused,ios,organic,1,0,434,0.0,False,False
fw_acc_00985,free,mint_refugee,ios,other,2,0,225,0.0,False,False
fw_acc_00986,free,savings_motivated,ios,organic,1,0,715,0.0,True,False
fw_acc_00987,free,new_to_tracking,android,organic,1,0,350,0.0,False,False
fw_acc_00988,free,mint_refugee,ios,other,4,0,481,0.0,False,False
fw_acc_00989,pro,budget_focused,ios,referral,1,0,456,9.99,False,False
fw_acc_00990,free,savings_motivated,ios,other,1,0,259,0.0,True,False
fw_acc_00991,free,savings_motivated,ios,referral,1,0,236,0.0,True,False
fw_acc_00992,free,budget_focused,android,paid_social,1,0,347,0.0,True,False
fw_acc_00993,free,anxious_tracker,android,referral,1,0,486,0.0,False,False
fw_acc_00994,free,anxious_tracker,ios,other,1,0,348,0.0,False,False
fw_acc_00995,free,savings_motivated,android,paid_social,1,0,496,0.0,False,False
fw_acc_00996,free,anxious_tracker,ios,paid_social,4,0,414,0.0,False,False
fw_acc_00997,free,budget_focused,ios,organic,1,0,705,0.0,False,False
fw_acc_00998,pro,budget_focused,android,referral,1,0,119,9.99,True,False
fw_acc_00999,free,anxious_tracker,android,referral,1,0,269,0.0,True,False
fw_acc_01000,free,new_to_tracking,ios,organic,1,1,699,0.0,False,False
fw_acc_01001,free,anxious_tracker,ios,organic,4,0,348,0.0,True,False
fw_acc_01002,free,new_to_tracking,ios,organic,2,0,379,0.0,False,False
fw_acc_01003,free,mint_refugee,ios,mint_refugee,1,0,679,0.0,True,False
fw_acc_01004,pro,budget_focused,android,referral,2,0,596,9.99,False,False
fw_acc_01005,pro,savings_motivated,android,other,2,0,724,9.99,False,False
fw_acc_01006,pro,budget_focused,android,paid_social,3,4,357,9.99,False,False
fw_acc_01007,pro,budget_focused,android,organic,1,0,35,9.99,False,False
fw_acc_01008,free,mint_refugee,android,referral,3,0,75,0.0,False,False
fw_acc_01009,free,new_to_tracking,android,other,3,0,350,0.0,False,False
fw_acc_01010,free,new_to_tracking,android,organic,4,0,38,0.0,False,False
fw_acc_01011,free,new_to_tracking,android,organic,1,0,717,0.0,True,False
fw_acc_01012,free,anxious_tracker,android,organic,1,1,517,0.0,True,False
fw_acc_01013,pro,anxious_tracker,ios,paid_social,2,0,223,9.99,False,False
fw_acc_01014,free,anxious_tracker,ios,paid_social,3,0,634,0.0,False,False
fw_acc_01015,free,new_to_tracking,ios,other,1,0,382,0.0,True,False
fw_acc_01016,free,mint_refugee,android,mint_refugee,3,4,507,0.0,False,False
fw_acc_01017,free,anxious_tracker,android,organic,3,0,488,0.0,False,False
fw_acc_01018,free,anxious_tracker,ios,organic,3,3,208,0.0,False,False
fw_acc_01019,free,mint_refugee,ios,organic,1,1,616,0.0,False,True
fw_acc_01020,pro,anxious_tracker,android,other,1,0,370,9.99,False,False
fw_acc_01021,pro,savings_motivated,android,other,2,0,266,9.99,False,False
fw_acc_01022,free,savings_motivated,ios,referral,3,0,165,0.0,False,False
fw_acc_01023,free,savings_motivated,android,organic,1,0,133,0.0,False,False
fw_acc_01024,free,savings_motivated,android,paid_social,1,0,207,0.0,True,False
fw_acc_01025,pro,budget_focused,ios,other,3,0,614,9.99,False,False
fw_acc_01026,pro,new_to_tracking,ios,paid_social,1,0,366,9.99,True,False
fw_acc_01027,free,mint_refugee,android,organic,1,0,186,0.0,True,False
fw_acc_01028,free,savings_motivated,android,organic,2,0,397,0.0,True,False
fw_acc_01029,pro,budget_focused,android,organic,1,0,74,9.99,False,False
fw_acc_01030,free,new_to_tracking,android,paid_social,1,3,653,0.0,False,True
fw_acc_01031,free,anxious_tracker,ios,referral,1,0,503,0.0,False,True
fw_acc_01032,free,mint_refugee,android,mint_refugee,1,3,56,0.0,False,False
fw_acc_01033,pro,anxious_tracker,ios,referral,1,0,632,9.99,True,False
fw_acc_01034,pro,new_to_tracking,android,other,1,0,695,9.99,False,False
fw_acc_01035,pro,new_to_tracking,android,organic,1,0,729,9.99,False,False
fw_acc_01036,pro,anxious_tracker,ios,paid_social,1,0,730,9.99,True,False
fw_acc_01037,free,savings_motivated,android,paid_social,4,0,690,0.0,False,False
fw_acc_01038,free,mint_refugee,ios,mint_refugee,1,0,347,0.0,True,False
fw_acc_01039,pro,budget_focused,android,other,1,0,501,9.99,False,False
fw_acc_01040,pro,mint_refugee,ios,organic,1,0,160,9.99,False,False
fw_acc_01041,pro,savings_motivated,ios,paid_social,4,0,103,9.99,False,False
fw_acc_01042,pro,budget_focused,android,other,1,0,507,9.99,True,False
fw_acc_01043,free,mint_refugee,android,organic,1,0,459,0.0,True,False
fw_acc_01044,free,anxious_tracker,android,referral,2,0,700,0.0,False,False
fw_acc_01045,free,mint_refugee,ios,organic,1,0,603,0.0,False,False
fw_acc_01046,pro,mint_refugee,ios,referral,1,0,589,9.99,False,False
fw_acc_01047,free,anxious_tracker,ios,organic,1,0,362,0.0,False,False
fw_acc_01048,free,budget_focused,android,other,1,0,604,0.0,True,False
fw_acc_01049,free,budget_focused,ios,referral,1,0,709,0.0,True,False
fw_acc_01050,free,mint_refugee,ios,mint_refugee,3,0,337,0.0,False,False
fw_acc_01051,free,mint_refugee,android,mint_refugee,1,0,49,0.0,True,False
fw_acc_01052,pro,mint_refugee,ios,mint_refugee,3,0,520,9.99,True,False
fw_acc_01053,pro,mint_refugee,android,mint_refugee,1,0,244,9.99,True,False
fw_acc_01054,pro,anxious_tracker,ios,paid_social,1,0,689,9.99,True,False
fw_acc_01055,free,budget_focused,ios,paid_social,1,0,370,0.0,True,False
fw_acc_01056,free,mint_refugee,ios,mint_refugee,1,2,417,0.0,False,False
fw_acc_01057,pro,savings_motivated,ios,organic,1,0,154,9.99,False,False
fw_acc_01058,pro,anxious_tracker,android,organic,4,1,680,9.99,False,False
fw_acc_01059,pro,budget_focused,android,referral,1,0,186,9.99,True,False
fw_acc_01060,pro,anxious_tracker,ios,other,3,0,679,9.99,False,False
fw_acc_01061,pro,budget_focused,ios,organic,4,0,514,9.99,False,False
fw_acc_01062,pro,mint_refugee,android,mint_refugee,1,2,688,9.99,False,False
fw_acc_01063,pro,anxious_tracker,android,paid_social,1,1,136,9.99,False,False
fw_acc_01064,pro,budget_focused,ios,paid_social,1,0,600,9.99,False,False
fw_acc_01065,free,savings_motivated,ios,other,2,0,458,0.0,True,False
fw_acc_01066,pro,mint_refugee,ios,mint_refugee,1,0,34,9.99,False,False
fw_acc_01067,pro,mint_refugee,ios,mint_refugee,1,0,565,9.99,False,False
fw_acc_01068,free,mint_refugee,android,other,1,0,199,0.0,False,True
fw_acc_01069,free,budget_focused,ios,paid_social,4,0,682,0.0,False,False
fw_acc_01070,free,anxious_tracker,ios,other,1,0,189,0.0,False,True
fw_acc_01071,free,mint_refugee,ios,mint_refugee,1,0,688,0.0,True,False
fw_acc_01072,pro,new_to_tracking,android,paid_social,1,1,718,9.99,False,False
fw_acc_01073,free,anxious_tracker,android,other,1,0,630,0.0,False,False
fw_acc_01074,pro,budget_focused,ios,organic,1,0,679,9.99,True,False
fw_acc_01075,free,anxious_tracker,ios,referral,4,0,562,0.0,False,False
